run_id,baseline,cache_outcome,cache_outcome_reason,policy_name,policy_cache_enabled,policy_pruning_enabled,policy_planner_guidance_enabled,policy_role,policy_reference,policy_treatment,policy_digest,route_mode,planner_guidance_mode,planner_candidate_op_count,planner_full_vocabulary,planner_prefix_chars,planner_prefix_sha256,model,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,cache_retry_overhead_s,typed_exec_latency_s,agent_latency_s,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,cache_retry_overhead_ms,typed_exec_latency_ms,agent_latency_ms
1,FF_FULL,miss,ValueError: Model response missing 'params' list.,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,13,False,16689,e5f99604174147e8467e0bd3d435fff4188d1025fb8c3c636946bebdef10dfa4,qwen/qwen3-max,1,1.0,llm_judge_score,4.008543014526367,0.001505186,5613,172,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,AGGREGATE_COLUMN,True,2.3341519832611084,4665,75,0.001416636,2.3341729640960693,0.0005764170000475133,1.6568505000004734,1.660000634728931e-07,0.0,0.0,0.0004322528839111328,0.0,2334.1729640960693,0.5764170000475133,1656.8505000004734,0.0001660000634728931,0.0,0.0,0.4322528839111328,0.0
1,FF_FULL,miss,"ValueError: light model JSON repair failed: Expecting ',' delimiter",FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,13,False,16689,e5f99604174147e8467e0bd3d435fff4188d1025fb8c3c636946bebdef10dfa4,qwen/qwen3-max,2,1.0,llm_judge_score,5.871661901473999,0.001513036,5612,225,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,AGGREGATE_COLUMN,True,2.043761968612671,4665,75,0.001416636,2.043768882751465,0.0007310000000870787,2.4226739169998837,2.91999640467111e-07,0.0,0.0,0.00027108192443847656,0.0,2043.7688827514648,0.7310000000870787,2422.6739169998837,0.000291999640467111,0.0,0.0,0.27108192443847656,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,13,False,16689,e5f99604174147e8467e0bd3d435fff4188d1025fb8c3c636946bebdef10dfa4,qwen/qwen3-max,3,1.0,llm_judge_score,6.527041912078857,0.001644896,5713,255,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_EQ_AGGREGATE,SELECT_COLUMN",True,2.6533267498016357,4672,105,0.001539096,2.653343915939331,0.0007431249996443512,2.4012637499999983,3.330005711177364e-07,0.0,0.0,0.0038590431213378906,0.0,2653.343915939331,0.7431249996443512,2401.2637499999983,0.0003330005711177364,0.0,0.0,3.8590431213378906,0.0
1,FF_FULL,miss,ValueError: Model response missing 'params' list.,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,13,False,10405,4dd660ac0e9228df4614c439be1152a4cd54ba8a6037c89f1b98cc3c1c79934e,qwen/qwen3-max,4,1.0,llm_judge_score,5.228147268295288,0.001505728,4632,127,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,COUNT_ROWS",True,2.9047250747680664,3450,94,0.001400178,2.9047763347625732,0.0007113749998097774,0.8565685000003214,3.329996616230346e-07,0.0,0.0,0.002157926559448242,0.0,2904.7763347625732,0.7113749998097774,856.5685000003214,0.0003329996616230346,0.0,0.0,2.157926559448242,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,13,False,10405,4dd660ac0e9228df4614c439be1152a4cd54ba8a6037c89f1b98cc3c1c79934e,qwen/qwen3-max,5,1.0,llm_judge_score,8.294028997421265,0.0019837179999999998,4814,356,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"SPLIT_BY_THRESHOLD,SPLIT_BY_THRESHOLD,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",True,4.283123970031738,3458,206,0.001843218,4.2831621170043945,0.0010265420005453052,2.568481792000057,5.249999958323315e-06,0.0,0.0,0.004033088684082031,0.0,4283.1621170043945,1.0265420005453052,2568.481792000057,0.005249999958323315,0.0,0.0,4.033088684082031,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,22,False,36147,e4187eb0d0c2c410d3f156f05ec68a409bd5ab4e1ebc306fd9f860447fb7f535,qwen/qwen3-max,6,1.0,llm_judge_score,11.529899835586548,0.002677952,10346,427,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",True,7.5901830196380615,9184,277,0.002568852,7.590192794799805,0.0007377080000878777,2.4293208330000198,3.329996616230346e-07,0.0,0.0,0.002778291702270508,0.0,7590.192794799805,0.7377080000878777,2429.32083300002,0.0003329996616230346,0.0,0.0,2.778291702270508,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,17,False,27291,778616efdae43d8feba2645a091c98de07a9091e34c0b063da8785207845f273,qwen/qwen3-max,7,1.0,llm_judge_score,8.586303949356079,0.001942442,8194,281,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",True,4.507454872131348,7107,131,0.001836042,4.507481098175049,0.0007282500000656,2.6547257920001357,2.9100010578986257e-07,0.0,0.0,0.002351999282836914,0.0,4507.481098175049,0.7282500000656,2654.7257920001357,0.0002910001057898626,0.0,0.0,2.351999282836914,0.0
1,FF_FULL,miss,ValueError: Model response missing 'params' list.,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,17,False,27291,778616efdae43d8feba2645a091c98de07a9091e34c0b063da8785207845f273,qwen/qwen3-max,8,1.0,llm_judge_score,6.432711601257324,0.002096842,9136,207,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",True,3.900214910507202,7102,149,0.001902342,3.900237798690796,0.0007474579997506225,1.1014750419999473,3.3400010579498485e-07,0.0,0.0,0.013514041900634766,0.0,3900.237798690796,0.7474579997506225,1101.4750419999473,0.00033400010579498485,0.0,0.0,13.514041900634766,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Expecting ':' delimiter,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,9,False,6141,bb2bc964c3fc2e674c740a115371d0b15edc8d4be9cc6b0179be446736851909,qwen/qwen3-max,9,1.0,guardrail_skip_expected_rejection,6.408185005187988,0.0012413740000000002,3087,202,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_miss_or_validation_failure,guardrail_plan",guardrail_reject,,llm,,True,2.25618314743042,2468,52,0.001156974,2.256208896636963,0.0007472909992429777,0.0,0.0,2.7682558329997846,0.0,0.0,0.0,2256.208896636963,0.7472909992429777,0.0,0.0,2768.2558329997846,0.0,0.0,0.0
1,FF_FULL,miss,ValueError: light model did not return a non-empty rejection_reason,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,24,True,39312,2be2d0b165f22ee01479bee3042b9568475c1f3b99a8aa028e2d2f5b4c5d0240,qwen/qwen3-max,10,1.0,guardrail_skip_expected_rejection,3.3279359340667725,0.001872768,10418,104,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_miss_or_validation_failure,guardrail_plan",guardrail_reject,,llm,,True,2.725620985031128,9800,72,0.001806168,2.7256479263305664,0.0006561250002050656,0.0,0.0,0.594537582999692,0.0,0.0,0.0,2725.6479263305664,0.6561250002050656,0.0,0.0,594.537582999692,0.0,0.0,0.0
