query_id,query_type,baseline,accuracy_raw,latency_s,cost_usd,input_tokens,output_tokens,accuracy_percent
1,Direct,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
1,Direct,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
1,Direct,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
2,Direct,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
2,Direct,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
2,Direct,LLMSENSE_PAPER,0.0,0.0,0.0506859099999999,85753,116,0.0
3,Direct,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
3,Direct,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
3,Direct,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
4,Direct,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
4,Direct,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
4,Direct,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
5,Reasoning,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
5,Reasoning,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
5,Reasoning,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
6,Reasoning,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
6,Reasoning,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
6,Reasoning,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
7,Reasoning,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
7,Reasoning,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
7,Reasoning,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
8,Reasoning,LLMSENSE_PAPER,0.0,0.0,0.02536227,42853,100,0.0
8,Reasoning,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
8,Reasoning,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
9,Out-of-Scope,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
9,Out-of-Scope,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
9,Out-of-Scope,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
10,Out-of-Scope,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
10,Out-of-Scope,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
10,Out-of-Scope,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
11,Out-of-Scope,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
11,Out-of-Scope,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
11,Out-of-Scope,LLMSENSE_PAPER,0.0,0.0,0.05067821,85752,107,0.0
12,Out-of-Scope,LLMSENSE_PAPER,0.0,0.0,0.10258069,173571,220,0.0
12,Out-of-Scope,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
12,Out-of-Scope,LLMSENSE_PAPER,0.0,0.0,0.0,0,0,0.0
