run_id,baseline,cache_outcome,cache_outcome_reason,policy_name,policy_cache_enabled,policy_pruning_enabled,policy_planner_guidance_enabled,policy_role,policy_reference,policy_treatment,policy_digest,route_mode,planner_guidance_mode,planner_candidate_op_count,planner_full_vocabulary,planner_prefix_chars,planner_prefix_sha256,model,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,cache_retry_overhead_s,typed_exec_latency_s,agent_latency_s,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,cache_retry_overhead_ms,typed_exec_latency_ms,agent_latency_ms
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,13,False,16689,e5f99604174147e8467e0bd3d435fff4188d1025fb8c3c636946bebdef10dfa4,qwen/qwen3-max,1,1.0,llm_judge_score,8.163646936416626,0.001127016,4928,262,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,AGGREGATE_COLUMN",True,2.746387243270874,4001,112,0.001043016,2.7464182376861572,0.0009542500001771259,5.2654105419996995,3.7500012695090845e-07,0.0,0.0,0.03682899475097656,0.0,2746.418237686157,0.9542500001771259,5265.4105419996995,0.00037500012695090845,0.0,0.0,36.82899475097656,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,17,False,27291,778616efdae43d8feba2645a091c98de07a9091e34c0b063da8785207845f273,qwen/qwen3-max,2,1.0,llm_judge_score,10.604686975479126,0.001352022,7366,262,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,AGGREGATE_COLUMN",True,3.0771729946136475,6433,112,0.001236222,3.0771961212158203,0.0013240839998616138,5.693294208000225,6.250002115848474e-07,0.0,0.0,0.036418914794921875,0.0,3077.1961212158203,1.3240839998616138,5693.294208000225,0.0006250002115848474,0.0,0.0,36.418914794921875,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,8,False,4988,8881750b18e42a78b3e6b8edf0a37372cef63dd4cc9782d1563b4182fbeb54f9,qwen/qwen3-max,3,1.0,llm_judge_score,10.346415996551514,0.001063936,2696,281,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,FILTER_COMPARE,COUNT_ROWS",True,2.910025119781494,1573,131,0.000929136,2.9100399017333984,0.001300416999583831,5.645491249999395,4.579997039400041e-07,0.0,0.0,0.03255105018615723,0.0,2910.0399017333984,1.300416999583831,5645.491249999395,0.0004579997039400041,0.0,0.0,32.55105018615723,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,13,False,16689,e5f99604174147e8467e0bd3d435fff4188d1025fb8c3c636946bebdef10dfa4,qwen/qwen3-max,4,1.0,llm_judge_score,12.135548114776611,0.0012438159999999998,4970,282,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,FILTER_NOT_EMPTY,AGGREGATE_COLUMN",True,3.529778242111206,4006,132,0.001124916,3.5298140048980713,0.0011523750008564093,6.676539583999329,4.579997039400041e-07,0.0,0.0,0.12585115432739258,0.0,3529.8140048980713,1.1523750008564093,6676.539583999329,0.0004579997039400041,0.0,0.0,125.85115432739258,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,17,False,27291,778616efdae43d8feba2645a091c98de07a9091e34c0b063da8785207845f273,qwen/qwen3-max,5,1.0,llm_judge_score,13.380803108215332,0.001872842,8496,365,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,FILTER_NOT_EMPTY,DERIVE_BIN,GROUP_AGGREGATE,AGGREGATE_GROUPS",True,4.506047010421753,6442,215,0.001644942,4.506072044372559,0.0012989169999855221,6.05518929200025,5.4199972510105e-07,0.0,0.0,0.7294597625732422,0.0,4506.072044372559,1.2989169999855221,6055.18929200025,0.00054199972510105,0.0,0.0,729.4597625732422,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,22,False,36147,e4187eb0d0c2c410d3f156f05ec68a409bd5ab4e1ebc306fd9f860447fb7f535,qwen/qwen3-max,6,0.0,llm_judge_score,15.272973775863647,0.002164212,9947,417,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",True,5.238588809967041,8501,267,0.001997112,5.238619089126587,0.0013620409999930416,6.2258002919998034,6.249993020901456e-07,0.0,0.0,1.8907990455627441,0.0,5238.619089126587,1.3620409999930416,6225.800291999803,0.0006249993020901456,0.0,0.0,1890.7990455627441,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,17,False,27291,778616efdae43d8feba2645a091c98de07a9091e34c0b063da8785207845f273,qwen/qwen3-max,7,1.0,llm_judge_score,13.845879077911377,0.0018262019999999999,8474,355,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,FILTER_NOT_EMPTY,DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",True,4.575678110122681,6434,205,0.001599702,4.575731039047241,0.0017538750007588533,6.314349708000009,1.9169992810930125e-06,0.0,0.0,0.8482339382171631,0.0,4575.731039047241,1.7538750007588533,6314.349708000009,0.0019169992810930125,0.0,0.0,848.2339382171631,0.0
1,FF_FULL,miss,"ValueError: light model JSON repair failed: Expecting ',' delimiter",FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,8,False,4988,8881750b18e42a78b3e6b8edf0a37372cef63dd4cc9782d1563b4182fbeb54f9,qwen/qwen3-max,8,1.0,llm_judge_score,11.008772850036621,0.0020073,2510,262,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,AGGREGATE_COLUMN",True,2.972382068634033,1577,112,0.0018915,2.9724109172821045,0.0012992499996471452,5.945832917000189,5.83999280934222e-07,0.0,0.0,0.041458845138549805,0.0,2972.4109172821045,1.2992499996471452,5945.832917000189,0.000583999280934222,0.0,0.0,41.458845138549805,0.0
1,FF_FULL,hit_rejected,exact_cache_hit_out_of_scope,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,0,False,0,,qwen/qwen3-max,9,1.0,guardrail_skip_expected_rejection,4.655151844024658,3.985e-05,349,33,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,0.0,0.00114845799998875,0.0,0.0,2.893484625000383,0.0,0.0,0.0,0.0,1.14845799998875,0.0,0.0,2893.484625000383,0.0,0.0,0.0
1,FF_FULL,hit_rejected,exact_cache_hit_out_of_scope,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,0,False,0,,qwen/qwen3-max,10,1.0,guardrail_skip_expected_rejection,2.689426898956299,3.81e-05,345,24,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,0.0,0.0010030839994215057,0.0,0.0,2.5874688749991037,0.0,0.0,0.0,0.0,1.0030839994215057,0.0,0.0,2587.4688749991037,0.0,0.0,0.0
1,FF_FULL,hit_rejected,exact_cache_hit_out_of_scope,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,0,False,0,,qwen/qwen3-max,11,1.0,guardrail_skip_expected_rejection,2.6186952590942383,2.885e-05,344,27,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,0.0,0.0010300829999323469,0.0,0.0,2.5175097500004995,0.0,0.0,0.0,0.0,1.0300829999323469,0.0,0.0,2517.5097500004995,0.0,0.0,0.0
1,FF_FULL,hit_rejected,exact_cache_hit_out_of_scope,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,0,False,0,,qwen/qwen3-max,12,1.0,guardrail_skip_expected_rejection,2.6129159927368164,2.88e-05,348,24,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,0.0,0.0010022080005001044,0.0,0.0,2.512472166000407,0.0,0.0,0.0,0.0,1.0022080005001044,0.0,0.0,2512.472166000407,0.0,0.0,0.0
1,FF_FULL,hit,exact_cache_hit,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,0,False,0,,qwen/qwen3-max,13,1.0,llm_judge_score,0.6004481315612793,0.0,0,0,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,PREDICTIVE_PIPELINE,False,0.0,0,0,0.0,0.0,0.0010645419997672434,0.0010585829995761742,0.0004939159998684772,0.0,0.0,0.4969478340008209,0.0,0.0,1.0645419997672434,1.0585829995761742,0.49391599986847723,0.0,0.0,496.9478340008209,0.0
1,FF_FULL,hit,exact_cache_hit,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,0,False,0,,qwen/qwen3-max,14,1.0,llm_judge_score,7.455499887466431,0.0,0,0,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,PREDICTIVE_PIPELINE,False,0.0,0,0,0.0,0.0,0.0010026250001828885,0.00021675000061804894,0.000587248999181611,0.0,0.0,7.351655833000223,0.0,0.0,1.0026250001828885,0.21675000061804894,0.587248999181611,0.0,0.0,7351.655833000223,0.0
1,FF_FULL,hit,exact_cache_hit,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,0,False,0,,qwen/qwen3-max,15,1.0,llm_judge_score,0.46579718589782715,0.0,0,0,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,PREDICTIVE_PIPELINE,False,0.0,0,0,0.0,0.0,0.0011149170004500775,0.0001847079993240186,0.00042720800047391094,0.0,0.0,0.3437883750002584,0.0,0.0,1.1149170004500775,0.1847079993240186,0.42720800047391094,0.0,0.0,343.7883750002584,0.0
1,FF_FULL,hit,exact_cache_hit,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,0,False,0,,qwen/qwen3-max,16,1.0,llm_judge_score,2.4396989345550537,0.0,0,0,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,PREDICTIVE_PIPELINE,False,0.0,0,0,0.0,0.0,0.0009889170005408232,0.00019145799979014555,0.0003267089996370487,0.0,0.0,2.333318166999561,0.0,0.0,0.9889170005408232,0.19145799979014555,0.3267089996370487,0.0,0.0,2333.318166999561,0.0
1,FF_FULL,miss,"ValueError: light model JSON repair failed: Expecting ',' delimiter",FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,13,False,16689,e5f99604174147e8467e0bd3d435fff4188d1025fb8c3c636946bebdef10dfa4,qwen/qwen3-max,17,1.0,llm_judge_score,10.800739049911499,0.00494709,5853,380,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",True,4.680961847305298,4035,230,0.00474279,4.681026935577393,0.0005180830003155279,3.7118061249993843,1.6699959815014154e-07,0.0,0.0,2.352275848388672,0.0,4681.026935577393,0.5180830003155279,3711.8061249993843,0.00016699959815014154,0.0,0.0,2352.275848388672,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,13,False,16689,e5f99604174147e8467e0bd3d435fff4188d1025fb8c3c636946bebdef10dfa4,qwen/qwen3-max,18,1.0,llm_judge_score,21.19015121459961,0.00211988,5953,459,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,react_fallback,agent",react_fallback,structural,llm,,True,4.8554136753082275,4018,266,0.001656876,4.855446815490723,0.0008057920003921026,3.3768810410001606,2.920005499618128e-07,0.0,0.0,0.0,11.31412386894226,4855.446815490723,0.8057920003921026,3376.8810410001606,0.0002920005499618128,0.0,0.0,0.0,11314.12386894226
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,23,False,37980,249b404f5501b9ce3f157811d9c0a751303e8cb1bb6bbad2031d19cb9dda6428,qwen/qwen3-max,19,1.0,llm_judge_score,11.008742094039917,0.010392075,11309,544,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,DERIVE_BIN,PARALLEL_AGGREGATE,DERIVE_BINARY,CORRELATE_COLUMNS",True,7.297328948974609,8925,394,0.010148775,7.297356843948364,0.0005885000000489526,3.1228617090000625,1.2500004231696948e-07,0.0,0.0,0.45150303840637207,0.0,7297.356843948364,0.5885000000489526,3122.8617090000625,0.00012500004231696948,0.0,0.0,451.50303840637207,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Expecting value,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,13,False,16689,e5f99604174147e8467e0bd3d435fff4188d1025fb8c3c636946bebdef10dfa4,qwen/qwen3-max,20,1.0,llm_judge_score,12.355972051620483,0.001769356,5486,415,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",True,5.718729257583618,4019,265,0.001653756,5.718740224838257,0.0007934590003060293,3.770235500000126,2.0800052880076692e-07,0.0,0.0,1.1807301044464111,0.0,5718.740224838257,0.7934590003060293,3770.235500000126,0.00020800052880076692,0.0,0.0,1180.7301044464111,0.0
1,FF_NO_CACHE,not_applicable,,FF_NO_CACHE,False,True,True,primary_ablation,FF_FULL,cache,35c8cb5cd932,router,full,13,False,16689,e5f99604174147e8467e0bd3d435fff4188d1025fb8c3c636946bebdef10dfa4,qwen/qwen3-max,1,1.0,llm_judge_score,3.446614980697632,0.001043016,4001,112,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,AGGREGATE_COLUMN",True,3.4110090732574463,4001,112,0.001043016,3.411043167114258,0.0,0.0,0.0,0.0,0.0,0.03439784049987793,0.0,3411.043167114258,0.0,0.0,0.0,0.0,0.0,34.39784049987793,0.0
1,FF_NO_CACHE,not_applicable,,FF_NO_CACHE,False,True,True,primary_ablation,FF_FULL,cache,35c8cb5cd932,router,full,17,False,27291,778616efdae43d8feba2645a091c98de07a9091e34c0b063da8785207845f273,qwen/qwen3-max,2,1.0,llm_judge_score,3.0581350326538086,0.001236222,6433,112,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,AGGREGATE_COLUMN",True,3.0269410610198975,6433,112,0.001236222,3.0269711017608643,0.0,0.0,0.0,0.0,0.0,0.03009200096130371,0.0,3026.9711017608643,0.0,0.0,0.0,0.0,0.0,30.09200096130371,0.0
